Ext.ID,Museum.Institution,Sampling.date,Catalogue.accession,Species,Collection.notes,Sex,Age,Year,Country,Region,Locality,Oral.health,Photo,Appearance,Sample.collected.from,Sampling.comments,Ext.Date,Sample.weight..g.,Qubit.concentration..ng.ul.,Qubit.date,Ext.comments,LP.date,Extract.vol.used,LP_BC_p5,LP_BC_p7,P5.Index,P7.Index,LP.copies,Ind.date,LP.vol.used,Ind.cycles,Ind.copies,Pool,Pooled.volume..ul.,Deep.Pool,Deep.Pool.vol,Instrument.model,archive,archive_project,archive_accession,project_name,publication_doi,download_links,download_md5s
MS_092,NMS,20230503,2003.160.421,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YY557",female,107 months ,2002,Scotland,St. Kilda,Hirta,,Y,,"right-side mandible lingual only, and maxilla buccal only",,20230723,0.014,8.57,20230724,coloured,20230727,20,15,1,3,3,3.32e+08,20230905,12,11,3.17e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_095,NMS,20230503,2003.160.296,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY171",male,23 months ,2002,Scotland,St. Kilda,Hirta,,Y,,mandible only,,20230814,0.017,8.06,20230815,Strongly coloured,20230821,5,12,8,6,6,1.73e+08,20230908,12,11,1.29e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_096,NMS,20230503,2003.160.280,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY120",male,23 months ,2002,Scotland,St. Kilda,Hirta,,Y,,left-side mandible and maxilla,,20230814,0.02,5.88,20230815,Coloured,20230821,10,12,9,6,6,1.63e+08,20230908,12,11,1.6e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_099,NMS,20230503,2003.160.274,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY100",male,24 months ,2002,Scotland,St. Kilda,Hirta,,Y,,right mandible; upper molars,,20230801,0.012,1.94,20230802,,20230810,20,2,12,6,6,4.95e+08,20230908,12,11,8.81e+08,Pool D,5,Pool Y,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_101,NMS,20230503,2003.160.2118,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL030",male,35 months ,1986,Scotland,St. Kilda,Hirta,,Y,,lower left mandible only,,20230613,0.013,31.200,20230614,,20230619,20,8,8,6,6,2790000,20230622,18,11,2.93e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_102,NMS,20230503,2003.160.2111,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL011",male,35 months ,1986,Scotland,St. Kilda,Hirta,,Y,,right-side only mandible both sides and maxilla buccal,,20230814,0.015,9.93,20230815,Coloured,20230821,10,12,14,6,6,2.4e+08,20230908,12,11,2.54e+10,Pool B,3,Pool V,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_103,NMS,20230503,2003.160.2090,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OK038",female,60 months ,1986,Scotland,St. Kilda,Hirta,,Y,,right-side maxilla buccal only,,20230713,0.02,17.1,20230714,,20230719,20,15,12,2,2,5.82e+08,20230920_remainder,12,11,2.06e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_104,NMS,20230503,2003.160.2091,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OK040",female,108 months ,1986,Scotland,St. Kilda,Hirta,,Y,,upper jaw,,20230713,0.021,34.3,20230714,,20230719,20,15,14,2,2,3.81e+08,20230920_remainder,12,11,3.6e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_105,NMS,20230503,2003.160.2023,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OB009",female,108 months ,1989,Scotland,St. Kilda,Hirta,,Y,,mandible only,,20230713,0.014,4.72,20230714,,20230719,20,1,2,3,3,1.95e+08,20230905,12,11,1.57e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_106,NMS,20230503,2003.160.2015,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NY103",female,48 months ,1989,Scotland,St. Kilda,Hirta,,Y,,left-side mandible lingual only,,20230713,0.018,20.5,20230714,,20230719,20,1,7,3,3,4.85e+08,20230905,12,11,7.56e+09,Pool C,4,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_107,NMS,20230504,2003.160.4361,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BW071",female,83 months ,2016,Scotland,St. Kilda,Hirta,,Y,,right mandible,,20230713,0.02,2.06,20230714,,20230719,20,1,8,3,3,1.66e+08,20230905,12,11,3.08e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_108,NMS,20230504,2003.160.4353,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BY505",female,119 months ,2016,Scotland,St. Kilda,Hirta,,Y,,"left mandible lingual, two front molar buccal too",,20230801,0.013,3.69,20230802,,20230810,20,2,15,6,6,13200000,20230908,12,11,2.2e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_109,NMS,20230504,2003.160.4345,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BO564",female,107 months ,2016,Scotland,St. Kilda,Hirta,,Y,,left mandible,,20230801,0.02,2.48,20230802,,20230810,20,7,1,6,6,1.12e+08,20230908,12,11,3.94e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_113,NMS,20230504,2019.6.4455,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AW525",female,179 months ,2018,Scotland,St. Kilda,Hirta,,Y,,right mandible,,20230719,0.016,5.88,20230720,coloured,20230801,10,2,14,4,4,67700000,20230905,12,11,1.23e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_114,NMS,20230504,2019.6.4452,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BG186",male,83 months ,2018,Scotland,St. Kilda,Hirta,,Y,,"last two molars of right mandible, lingual only",deformity or decay on third lower molar from both sides (photo),20230801,0.016,2.55,20230802,Strongly coloured,20230810,10,7,2,6,6,6120000,20230908,12,11,1.46e+08,Pool D,5,Pool Z,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_117,NMS,20230504,2014.52.304,Ovis aries, Dick Vet Coll,,,<1940,,,,,Y,,molars,white; a lot of glue,20230719,0.023,1.38,20230720,,20230801,20,7,1,4,4,1.13e+08,20230905,12,11,9.16e+09,Pool C,4,Pool X,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_118,NMS,20230504,2014.52.220,Ovis aries, Dick Vet Col,,,<1940,,,,,Y,,mandible,white; a lot of glue/,20230719,0.018,0.353,20230720,,20230801,20,7,2,4,4,15200000,20230905,12,11,5.02e+09,Pool C,2,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_121,NMS,20230504,1929.40.101,Equus caballus, ,,,,,,,,Y,,upper molars,,20230808,0.023,33.1,20230809,,20230811,20,14,8,4,4,1.58e+08,20230904,12,11,2.34e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_122,NMS,20230504,1929.40.99,Equus caballus,Iceland pony VI; 442 Horse ,,,,,,,,Y,,"mandible buccal only, maxilla left lingual and right buccal",,20230808,0.016,7.12,20230809,,20230811,20,14,9,4,4,5.91e+08,20230904,12,11,7.45e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_133,NMS,20230523,1921.21,Orcinus orca,"Brought to Olna Station, Shetland, 30 July 1920 by E Paulsen of the Swona, Leith. Presented by C Salvesen and Co. ",,,1920,,,,,Y,,three loose teeth,difficult to sample,20230828,0.01,10.6,20230829,,20230830,20,9,1,7,7,3.6e+08,20230920_7-7,12,11,4.58e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_134,NMS,20230523,2015.176,Orcinus orca,M55/15;  ,,,,,,,,Y,"deposits of different colours, some also on root",three loose teeth,,20230828,0.018,12.6,20230829,,20230830,20,9,2,7,7,1.19e+09,20230920_7-7,12,11,9.45e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_135,NMS,20230523,2015.142.78,Orcinus orca,Upper right? ,,,,,,,,Y,textured plaque,UR4,,20230828,0.02,48.2,20230829,,20230830,20,9,7,7,7,1.87e+09,20230920_7-7,12,11,7.17e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_136,NMS,20230523,1934.30,Orcinus orca,loose teeth ,,,,,,,,Y,,,,20230828,0.012,4.27,20230829,,20230830,20,9,8,7,7,1.71e+08,20230920_7-7,12,11,3.77e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_137,NMS,20230523,2001.7,Orcinus orca, ,,,,,,,,Y,white,three loose teeth,,20230828,0.012,23.2,20230829,,20230830,20,9,12,7,7,3.28e+08,20230920_7-7,12,11,5.33e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_C02,NMS,20230307,Environmental control,Environmental control,Swab of collection benches and shelves holding Zalophus and Arctocephalus ,,,,,,,,N,,,,20230710,NA,0.101,20230711,Not sure if properly mixed during incubation,20230809,20,9,12,5,5,5010000,20230907,12,11,4.83e+09,Pool C,1,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_C03,NMS,20230503,Environmental control,Environmental control,Swab of shelves holding Soay sheep ,,,,,,,,N,,,,20230803,NA,too low,20230804,,20230816,20,8,12,5,5,2020000,20230907,12,11,1.64e+09,Pool C,1,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MTM001.A,Natural History Museum of Stockholm,NA,NRM_610941,Gorilla beringei,Gorilla beringei beringei,Male,Adult,1921,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28e+09,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774384,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579776/ERR3579776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579776/ERR3579776_2.fastq.gz,ef52324e1fb22ac52fbd0e53d171a559;4647af4ae0267d69e03998067f7a227e
MTM002.A,Natural History Museum of Stockholm,NA,NRM_611639,Gorilla beringei,Gorilla beringei beringei,Female,Juvenile,1913,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12e+08,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774385,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579777/ERR3579777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579777/ERR3579777_2.fastq.gz,ebbd873aa29863349faebf93d94123fd;02ed45ef7424be5a74034bfda2852bc3
MTM004.A,Natural History Museum of Stockholm,NA,620537,Gorilla beringei,Gorilla beringei beringei,Male,Adult,1921,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27e+09,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774387,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579778/ERR3579778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579778/ERR3579778_2.fastq.gz,a27e5ffa6088dc809be6f4256ab98e1e;9484ce45bfa680546bb3bb2389016088
MTM005.A,Natural History Museum of Stockholm,NA,621346,Gorilla beringei,Gorilla beringei beringei,Male,Adult,1921,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96e+08,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774388,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579779/ERR3579779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579779/ERR3579779_2.fastq.gz,10f0daff900c9d1d6918004e838c822c;ba30e900190e824539a6fddf2fcee896
MTM006.A,Natural History Museum of Stockholm,NA,630739,Gorilla beringei,Gorilla beringei beringei,Female,Adult,1921,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93e+08,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774389,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579780/ERR3579780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579780/ERR3579780_2.fastq.gz,ab5aa9807bb81b57039bd02cf799e792;0ba510498ba5a18e728bf77702379e27
MTM008.A,Natural History Museum of Stockholm,NA,631143,Gorilla beringei,Gorilla beringei beringei,Male,Juvenile,1921,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02e+08,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774390,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579781/ERR3579781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579781/ERR3579781_2.fastq.gz,51995b43b850c886a69fe60a38d00ff5;0eca85191c841adc5fc80a2e6fc1fd7a
MTM009.A,Natural History Museum of Stockholm,NA,631164,Gorilla beringei,Gorilla beringei beringei,Male,Adult,1914,Democratic Republic of the Congo,,Mount Mikeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64e+08,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774391,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579782/ERR3579782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579782/ERR3579782_2.fastq.gz,f1706babfab421f7c72d5cc40575f488;5b3130a0f86c461c42d3d8a9e7e640eb
MV_002,NHM Vienna,20230207,3387,Capreolus capreolus,Hinterhof Stubmin Gem. Turnau GB+PB Bruck a.d. Mur Steiermark 20 Dez 1924 Prof DI Johann Knotek leg. et don.,female,,1924,Austria,Styria,,,Y,,all molars,,20230607,0.023,3.570,20230608,,20230612,20,1,1,1,1,2530000,20230622,18,11,9.1e+07,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_005,NHM Vienna,20230207,72487,Capreolus capreolus,"Achenkirch, Schwaz, Tirol Messner familie leg. et don. Ernst Mikschi Dr.",female,,2016,Austria,Tyrol,,,Y,,"mostly lower molar, some upper left molar",,20230614,0.023,13.300,20230615,,20230620,20,8,8,8,8,2600000,20230622,18,11,11500000,Pool D,5,Pool Z,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_006,NHM Vienna,20230207,72488,Capreolus capreolus,"Steinberg am Rofan, Schwaz, Tirol Messner familie leg. et don. Ernst Mikschi Dr.",,,2016,Austria,Tyrol,,,Y,,all molars,,20230614,0.022,13.800,20230615,,20230620,20,9,9,8,8,4690000,20230622,18,11,1.41e+08,Pool D,5,Pool Z,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_007,NHM Vienna,20230207,34860,Capreolus capreolus,"Zwischen Sagl u.Bairbach Gem.+GB Telfs, PB Innsbruck, Tirol Dr. K. Bauer leg (BS 80/41) Gew(?)",,,1980,Austria,Tyrol,,,N,,all molars,,20230629,0.013,1.610,20230703,QuBit repeated,20230704,20,9,15,1,1,3150000,20230920_remainder,12,11,2.73e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_008,NHM Vienna,20230207,22727,Capreolus capreolus,AichbergerZeche (umgebunZech-h�te) �stl Savalpe GB+PB Wolfsberg Karnten E. Rebasso leget don.,male,,1976,Austria,Carinthia,,,N,very fine dust; difficult to sample,all molars,,20230629,0.007,2.440,20230703,QuBit repeated,20230704,20,12,1,1,1,3.73e+08,20230920_remainder,12,11,1.59e+11,Pool A,2,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_010,NHM Vienna,20230207,22728,Capreolus capreolus,AichbergerZeche (umgebunZech-h�te) �stl Savalpe GB+PB Wolfsberg Karnten Erich Rebasso,female,,1977,Austria,Carinthia,,,N,,all molars,,20230627,0.017,5.320,20230628,,20230629,20,7,1,1,1,51300000,20230906,12,11,1.37e+10,Pool B,3,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_013,NHM Vienna,20230208,151,Capreolus capreolus,Hofjagol Eisenerx Gem + GB Eisenerz PB leoben Steiermark Familien-Fondg�ter Direktion don. (AV 1891 | II),,,1891,Austria,Styria,,,N,teeth heavily worn,all molars,,20230629,0.013,3.020,20230703,QuBit repeated,20230704,20,12,7,1,1,63500000,20230920_remainder,12,11,3.77e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_015,NHM Vienna,20230208,63968,Capreolus capreolus,"Wolfern, O� 26 Dez 2002 Blumenschein Johann",female,,2002,Austria,,,,N,,all molars,,20230629,0.019,27.000,20230703,QuBit repeated,20230704,20,12,8,1,1,27500000,20230920_remainder,12,11,2.24e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_016,NHM Vienna,20230208,63967,Capreolus capreolus,"Wolfern, O� 26 Dez 2002 Blumenschein Johann",female,,2002,Austria,,,,N,teeth heavily worn,all molars,,20230629,0.021,12.600,20230703,QuBit repeated,20230704,20,12,9,1,1,3.43e+08,20230920_remainder,12,11,5.78e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_017,NHM Vienna,20230208,63942,Capreolus capreolus,"Wolfern, O� 26 Dez 2002Sankt Ulrich bei Steyr, O� 26 Okt 2002 Blumenschein Johann",female,,2002,Austria,,,,N,,all molars,,20230703,0.007,9.790,20230704,coloured extract,20230706,20,1,2,2,2,4.09e+08,20230818,18,11,1.74e+08,Pool D,5,Pool Z,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_018,NHM Vienna,20230208,63944,Capreolus capreolus,"Sankt Ulrich bei Steyr, O� Jagdgesellschaft St. Ulrich 11 Mai 2003 ",female,,2003,Austria,,,,N,,all molars,,20230626,0.013,21.200,20230627,,20230628,20,14,14,6,6,3770000,20230920_7-7,12,11,6.47e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_019,NHM Vienna,20230208,64592,Capreolus capreolus,"Sankt Ulrich bei Steyr, 26 Okt 2003 Blumenschein Johann",female,,2003,Austria,,,,N,,all molars,,20230626,0.029,56.200,20230627,,20230628,20,15,15,6,6,2840000,20230920_7-7,12,11,4.12e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_020,NHM Vienna,20230208,64591,Capreolus capreolus,"Wolfern, O� 14 Nov 2003 Blumenschein Johann",female,,2003,Austria,,,,N,,all molars,,20230626,0.023,60.800,20230627,,20230628,20,9,9,9,9,1630000,20230920_remainder,12,11,6.2e+07,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_021,NHM Vienna,20230208,63964,Capreolus capreolus,"Sankt Ulrich bei Steyr, 17 Okt 2002 Blumenschein Johann",female,,2002,Austria,,,,N,,all molars,,20230626,0.013,37.200,20230627,,20230628,20,12,12,9,9,1950000,20230920_remainder,12,11,7.25e+09,Pool C,4,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_022,NHM Vienna,20230208,63962,Capreolus capreolus,"Sankt Ulrich bei Steyr, 13 Okt 2002 Blumenschein Johann",male,,2002,Austria,,,,N,,all molars,,20230703,0.014,33.600,20230704,,20230706,20,1,7,2,2,4.06e+08,20230818,18,11,9.23e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_024,NHM Vienna,20230208,22729,Capreolus capreolus,"ReviewKledering, Gem Schwedchat GB Schrechat PB Wien-Umgebung Niederosterreich 8 sept 1977 R Patek leg et don",male,,1977,Austria,,,,N,,all molars,,20230627,0.015,39.000,20230628,,20230629,20,7,2,1,1,2.29e+09,20230906,12,11,9.29e+10,Pool A,3,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_025,NHM Vienna,20230208,15626,Capreolus capreolus,"Gegeng Egg Gerichisberg GB Hainfeld PB lilienfelt, N� Coll Zalesky 20 Juni 1937",male,,1937,Austria,,,,N,,upper molars,,20230703,0.02,30.300,20230704,,20230706,20,1,9,2,2,86800000,20230829,6,11,9e+08,Pool D,5,Pool Y,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_027,NHM Vienna,20230209,8848,Capreolus capreolus,"Ober Ruisbach, Bez, Kornensburg (Sloderan), N� E. Kulia x F. Zimmer",female,,1963,Austria,,,,N,,all molars,,20230710,0.023,26.5,20230711,,20230712,20,12,2,2,2,5.59e+08,20230818,18,11,2.63e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_028,NHM Vienna,20230209,8708,Capreolus capreolus,"Feoffmitz, Bez. NeuenKirchen, N� v. H. ??",female,,1962,Austria,,,,N,,all molars,,20230710,0.013,6.98,20230711,,20230712,20,12,7,2,2,2.37e+08,20230818,18,11,21600000,Pool D,5,Pool Z,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_029,NHM Vienna,20230209,5307,Capreolus capreolus,"Hainfeld, GB Hainfeld, PB Lilieanfeld, Nieder�sterreich Ende Dez 1937 Karl Zalesky leg. et don.",female,,1937,Austria,,,,N,,upper molars,,20230710,0.018,7.38,20230711,,20230712,20,12,8,2,2,57200000,20230818,18,11,18300000,Pool D,5,Pool Z,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_036,NHM Vienna,20230209,124,Capreolus capreolus,Mannsworth Gem + GB Schechat PB Wien-Umgebung Nieder�sterreich Rer-J�ger L Seipt Leg et don,,,1891,Austria,,,,N,,all molars,,20230717,0.014,7.86,20230718,"fell on floor after EB; coloured; 3,5 min incubation with EB",20230721,20,7,1,3,3,1.63e+09,20230920_3-3,10,11,3.41e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_038,NHM Vienna,20230209,F2226,Capreolus capreolus,"Sankt Ulrich bei Steyr, O� ? Feb 2000 Blumenschein Johann",male,,2000,Austria,,,,N,,upper molars,lower jaw missing,20230726,0.022,46.7,20230727,,20230801,10,9,2,4,4,51100000,20230905,12,11,13500000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_039,NHM Vienna,20230209,F2277,Capreolus capreolus,"Sankt Ulrich bei Steyr, O� ? Sept 1998 Blumenschein Johann",male,,1998,Austria,,,,N,most upper teeth missing,lower molars,maybe not enough,20230726,0.016,23.2,20230727,,20230801,10,9,7,4,4,7.12e+08,20230905,12,11,1.11e+10,Pool C,4,Pool W,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_041,NHM Vienna,20230209,8804,Capreolus capreolus,"Rusl/Neusiedlersee, Burgenland 7 Nov 1962 v.M.Urschite fez(?)",male,,1962,Austria,,,,Y,,all molars,,20230808,0.019,42.6,20230809,,20230811,20,9,8,4,4,2.42e+08,20230904,12,11,2.75e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
